物品ID,物品名称,模型路径
14716,"光银御敌铠靴","chara/equipment/e0344/model/c0101e0344_sho.mdl"
15544,"光银手斧","chara/weapon/w7101/obj/body/b0007/model/w7101b0007.mdl"
15548,"光银手钳 - 主手","chara/weapon/w5241/obj/body/b0001/model/w5241b0001.mdl"
15548,"光银手钳 - 副手","chara/weapon/w5281/obj/body/b0001/model/w5281b0001.mdl"
15535,"光银手锯 - 主手","chara/weapon/w5003/obj/body/b0002/model/w5003b0002.mdl"
15535,"光银手锯 - 副手","chara/weapon/w5081/obj/body/b0002/model/w5081b0002.mdl"
15536,"光银横头锤 - 主手","chara/weapon/w5102/obj/body/b0003/model/w5102b0003.mdl"
15536,"光银横头锤 - 副手","chara/weapon/w5181/obj/body/b0002/model/w5181b0002.mdl"
15552,"光银研钵 - 主手","chara/weapon/w5641/obj/body/b0001/model/w5641b0001.mdl"
15552,"光银研钵 - 副手","chara/weapon/w5661/obj/body/b0001/model/w5661b0001.mdl"
15554,"光银碎石锤","chara/weapon/w7051/obj/body/b0001/model/w7051b0001.mdl"
15546,"光银羊角锤 - 主手","chara/weapon/w5041/obj/body/b0001/model/w5041b0001.mdl"
15546,"光银羊角锤 - 副手","chara/weapon/w5081/obj/body/b0001/model/w5081b0001.mdl"
15541,"光银蒸馏器 - 主手","chara/weapon/w5604/obj/body/b0002/model/w5604b0002.mdl"
15541,"光银蒸馏器 - 副手","chara/weapon/w5682/obj/body/b0001/model/w5682b0001.mdl"
15547,"光银锉刀 - 主手","chara/weapon/w5141/obj/body/b0001/model/w5141b0001.mdl"
15547,"光银锉刀 - 副手","chara/weapon/w5181/obj/body/b0001/model/w5181b0001.mdl"
15555,"光银镰刀","chara/weapon/w7151/obj/body/b0001/model/w7151b0001.mdl"
15543,"光银鹤嘴锄","chara/weapon/w7003/obj/body/b0001/model/w7003b0001.mdl"
14778,"光阴神强袭头盔","chara/equipment/e0313/model/c0101e0313_met.mdl"
14779,"光阴神强袭战铠","chara/equipment/e0313/model/c0101e0313_top.mdl"
14780,"光阴神强袭手铠","chara/equipment/e0313/model/c0101e0313_glv.mdl"
14781,"光阴神强袭短裤","chara/equipment/e0313/model/c0101e0313_dwn.mdl"
14782,"光阴神强袭锁甲靴","chara/equipment/e0313/model/c0101e0313_sho.mdl"
4413,"光阴神戒指 - 右","chara/accessory/a0001/model/c0101a0001_rir.mdl"
4413,"光阴神戒指 - 左","chara/accessory/a0001/model/c0101a0001_ril.mdl"
20410,"光阴神打刀 - 主手","chara/weapon/w2209/obj/body/b0001/model/w2209b0001.mdl"
20410,"光阴神打刀 - 副手","chara/weapon/w2251/obj/body/b0024/model/w2251b0024.mdl"
14755,"光阴神指虎 - 主手","chara/weapon/w0323/obj/body/b0004/model/w0323b0004.mdl"
14755,"光阴神指虎 - 副手","chara/weapon/w0373/obj/body/b0004/model/w0373b0004.mdl"
14788,"光阴神游击头盔","chara/equipment/e0313/model/c0101e0313_met.mdl"
14790,"光阴神游击手铠","chara/equipment/e0313/model/c0101e0313_glv.mdl"
14791,"光阴神游击短裤","chara/equipment/e0313/model/c0101e0313_dwn.mdl"
14789,"光阴神游击链甲","chara/equipment/e0313/model/c0101e0313_top.mdl"
14792,"光阴神游击锁甲靴","chara/equipment/e0313/model/c0101e0313_sho.mdl"
14759,"光阴神辅剑 - 主手","chara/weapon/w1801/obj/body/b0051/model/w1801b0051.mdl"
14759,"光阴神辅剑 - 副手","chara/weapon/w1851/obj/body/b0051/model/w1851b0051.mdl"
42569,"克拉伦特","chara/weapon/w0220/obj/body/b0002/model/w0220b0002.mdl"
43323,"克拉洛胡桃木大地凉鞋","chara/equipment/e0844/model/c0101e0844_sho.mdl"
43346,"克拉洛胡桃木大地手环","chara/accessory/a0140/model/c0101a0140_wrs.mdl"
43345,"克拉洛胡桃木大地项链","chara/accessory/a0140/model/c0101a0140_nek.mdl"
43318,"克拉洛胡桃木巧匠凉鞋","chara/equipment/e0844/model/c0101e0844_sho.mdl"
42472,"克拉洛胡桃木平笔 - 主手","chara/weapon/w2906/obj/body/b0001/model/w2906b0001.mdl"
42472,"克拉洛胡桃木平笔 - 副手","chara/weapon/w2954/obj/body/b0001/model/w2954b0001.mdl"
42457,"克拉洛胡桃木牧杖","chara/weapon/w0816/obj/body/b0001/model/w0816b0001.mdl"
43277,"克拉洛胡桃木砂轮机 - 主手","chara/weapon/w5341/obj/body/b0001/model/w5341b0001.mdl"
43277,"克拉洛胡桃木砂轮机 - 副手","chara/weapon/w5361/obj/body/b0001/model/w5361b0001.mdl"
43279,"克拉洛胡桃木纺车 - 主手","chara/weapon/w5571/obj/body/b0001/model/w5571b0001.mdl"
43279,"克拉洛胡桃木纺车 - 副手","chara/weapon/w5561/obj/body/b0001/model/w5561b0001.mdl"
43273,"克拉洛胡桃木钓竿 - 主手","chara/weapon/w7201/obj/body/b0007/model/w7201b0007.mdl"
43273,"克拉洛胡桃木钓竿 - 副手","chara/weapon/w7281/obj/body/b0001/model/w7281b0001.mdl"
42455,"克拉洛胡桃木长枪","chara/weapon/w0519/obj/body/b0001/model/w0519b0001.mdl"
15387,"克服凉鞋","chara/equipment/e0389/model/c0101e0389_sho.mdl"
15383,"克服包头巾","chara/equipment/e0389/model/c0101e0389_met.mdl"
15384,"克服坎肩","chara/equipment/e0389/model/c0101e0389_top.mdl"
15385,"克服护臂","chara/equipment/e0389/model/c0101e0389_glv.mdl"
15386,"克服衬裤","chara/equipment/e0389/model/c0101e0389_dwn.mdl"
2455,"克洛托缝针","chara/weapon/w5501/obj/body/b0002/model/w5501b0002.mdl"
8441,"克洛托缝针·上品","chara/weapon/w5501/obj/body/b0002/model/w5501b0002.mdl"
10137,"克洛托缝针·华光","chara/weapon/w5502/obj/body/b0002/model/w5502b0002.mdl"
15257,"克洛诺斯巨剑","chara/weapon/w1501/obj/body/b0012/model/w1501b0012.mdl"
16056,"克洛诺斯巨剑·灵光","chara/weapon/w1501/obj/body/b0056/model/w1501b0056.mdl"
21004,"克洛诺斯巨剑·灵光（复制品）","chara/weapon/w1501/obj/body/b0056/model/w1501b0056.mdl"
16992,"克洛诺斯巨剑（复制品）","chara/weapon/w1501/obj/body/b0012/model/w1501b0012.mdl"
39327,"兔兔族耳坠","chara/accessory/a0150/model/c0101a0150_ear.mdl"
10010,"兔女郎上衣","chara/equipment/e0239/model/c0101e0239_top.mdl"
13251,"兔女郎折耳","chara/equipment/e0256/model/c0101e0256_met.mdl"
10013,"兔女郎礼鞋","chara/equipment/e0239/model/c0101e0239_sho.mdl"
10012,"兔女郎网袜","chara/equipment/e0239/model/c0101e0239_dwn.mdl"
10011,"兔女郎腕带","chara/equipment/e0239/model/c0101e0239_glv.mdl"
30044,"兔子头","chara/equipment/e6103/model/c0101e6103_met.mdl"
30045,"兔子服","chara/equipment/e6103/model/c0101e6103_top.mdl"
30046,"兔子礼服","chara/equipment/e6103/model/c0101e6103_top.mdl"
4708,"兔形派","chara/weapon/w9901/obj/body/b0006/model/w9901b0006.mdl"
10009,"兔耳朵","chara/equipment/e0239/model/c0101e0239_met.mdl"
13223,"全能剑阿尔玛斯","chara/weapon/w0201/obj/body/b0072/model/w0201b0072.mdl"
14870,"全能剑阿尔玛斯·超导","chara/weapon/w0201/obj/body/b0072/model/w0201b0072.mdl"
15893,"全能剑阿尔玛斯·超导（复制品）","chara/weapon/w0201/obj/body/b0072/model/w0201b0072.mdl"
15115,"全能剑阿尔玛斯（复制品）","chara/weapon/w0201/obj/body/b0072/model/w0201b0072.mdl"
27381,"八板","chara/weapon/w2501/obj/body/b0006/model/w2501b0006.mdl"
27389,"八板·改","chara/weapon/w2501/obj/body/b0006/model/w2501b0006.mdl"
22372,"公主华冠","chara/equipment/e6039/model/c0101e6039_met.mdl"
4740,"公主布丁","chara/weapon/w9901/obj/body/b0004/model/w9901b0004.mdl"
22374,"公主手套","chara/equipment/e6039/model/c0101e6039_glv.mdl"
22373,"公主礼服","chara/equipment/e6039/model/c0101e6039_top.mdl"
35857,"公主迷你王冠","chara/equipment/e5055/model/c0101e5055_met.mdl"
22375,"公主长裙","chara/equipment/e6039/model/c0101e6039_dwn.mdl"
22376,"公主高跟鞋","chara/equipment/e6039/model/c0101e6039_sho.mdl"
11588,"公时","chara/weapon/w0401/obj/body/b0043/model/w0401b0043.mdl"
11664,"公时·改","chara/weapon/w0401/obj/body/b0043/model/w0401b0043.mdl"
18581,"公时·真打","chara/weapon/w0401/obj/body/b0043/model/w0401b0043.mdl"
2257,"公牛重盾","chara/weapon/w0101/obj/body/b0008/model/w0101b0008.mdl"
8337,"六兽妖咏咒及膝裤","chara/equipment/e0158/model/c0101e0158_dwn.mdl"
8334,"六兽妖咏咒头盔","chara/equipment/e0158/model/c0101e0158_met.mdl"
8336,"六兽妖咏咒手套","chara/equipment/e0158/model/c0101e0158_glv.mdl"
8338,"六兽妖咏咒筒靴","chara/equipment/e0158/model/c0101e0158_sho.mdl"
8335,"六兽妖咏咒长袍","chara/equipment/e0158/model/c0101e0158_top.mdl"
8331,"六兽妖治愈及膝裤","chara/equipment/e0158/model/c0101e0158_dwn.mdl"
8328,"六兽妖治愈头盔","chara/equipment/e0158/model/c0101e0158_met.mdl"
8330,"六兽妖治愈手套","chara/equipment/e0158/model/c0101e0158_glv.mdl"
8332,"六兽妖治愈筒靴","chara/equipment/e0158/model/c0101e0158_sho.mdl"
8329,"六兽妖治愈长袍","chara/equipment/e0158/model/c0101e0158_top.mdl"
1710,"六度烈阳 - 主手","chara/weapon/w0301/obj/body/b0003/model/w0301b0003.mdl"
1710,"六度烈阳 - 副手","chara/weapon/w0351/obj/body/b0003/model/w0351b0003.mdl"
22321,"共和剑斗士三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22319,"共和剑斗士兜甲","chara/equipment/e0506/model/c0101e0506_top.mdl"
22318,"共和剑斗士头甲","chara/equipment/e0506/model/c0101e0506_met.mdl"
22322,"共和剑斗士胫甲","chara/equipment/e0506/model/c0101e0506_sho.mdl"
22320,"共和剑斗士袖甲","chara/equipment/e0506/model/c0101e0506_glv.mdl"
22346,"共和医护兵三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22347,"共和医护兵战靴","chara/equipment/e0507/model/c0101e0507_sho.mdl"
22343,"共和医护兵月桂冠","chara/equipment/e0511/model/c0101e0511_met.mdl"
22345,"共和医护兵腕环","chara/equipment/e0511/model/c0101e0511_glv.mdl"
22344,"共和医护兵长衣","chara/equipment/e0511/model/c0101e0511_top.mdl"
22341,"共和双剑斗士三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22339,"共和双剑斗士兜甲","chara/equipment/e0510/model/c0101e0510_top.mdl"
22342,"共和双剑斗士战靴","chara/equipment/e0508/model/c0101e0508_sho.mdl"
22340,"共和双剑斗士袖甲","chara/equipment/e0508/model/c0101e0508_glv.mdl"
22338,"共和双剑斗士面具","chara/equipment/e0510/model/c0101e0510_met.mdl"
22336,"共和弓斗士三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22333,"共和弓斗士头甲","chara/equipment/e0509/model/c0101e0509_met.mdl"
22337,"共和弓斗士战靴","chara/equipment/e0507/model/c0101e0507_sho.mdl"
22335,"共和弓斗士腕环","chara/equipment/e0509/model/c0101e0509_glv.mdl"
22334,"共和弓斗士长衣","chara/equipment/e0509/model/c0101e0509_top.mdl"
22331,"共和拳斗士三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22329,"共和拳斗士兜甲","chara/equipment/e0508/model/c0101e0508_top.mdl"
22332,"共和拳斗士战靴","chara/equipment/e0508/model/c0101e0508_sho.mdl"
22330,"共和拳斗士袖甲","chara/equipment/e0508/model/c0101e0508_glv.mdl"
22328,"共和拳斗士面具","chara/equipment/e0508/model/c0101e0508_met.mdl"
22350,"共和旗手半指护手","chara/equipment/e0512/model/c0101e0512_glv.mdl"
22352,"共和旗手战靴","chara/equipment/e0512/model/c0101e0512_sho.mdl"
22351,"共和旗手裙裤","chara/equipment/e0512/model/c0101e0512_dwn.mdl"
22348,"共和旗手角冠","chara/equipment/e0512/model/c0101e0512_met.mdl"
22349,"共和旗手长衣","chara/equipment/e0512/model/c0101e0512_top.mdl"
22326,"共和骑士三角裤","chara/equipment/e0506/model/c0101e0506_dwn.mdl"
22323,"共和骑士头甲","chara/equipment/e0507/model/c0101e0507_met.mdl"
22327,"共和骑士战靴","chara/equipment/e0507/model/c0101e0507_sho.mdl"
22325,"共和骑士袖甲","chara/equipment/e0507/model/c0101e0507_glv.mdl"
22324,"共和骑士长衣","chara/equipment/e0507/model/c0101e0507_top.mdl"
13262,"典雅无框眼镜","chara/equipment/e5019/model/c0101e5019_met.mdl"
21334,"兼定 - 主手","chara/weapon/w2202/obj/body/b0010/model/w2202b0010.mdl"
21334,"兼定 - 副手","chara/weapon/w2251/obj/body/b0046/model/w2251b0046.mdl"
21412,"兼定·改 - 主手","chara/weapon/w2202/obj/body/b0010/model/w2202b0010.mdl"
21412,"兼定·改 - 副手","chara/weapon/w2251/obj/body/b0046/model/w2251b0046.mdl"
10046,"兽爪指甲","chara/equipment/e0268/model/c0101e0268_glv.mdl"
4204,"兽牙耳坠","chara/accessory/a0003/model/c0101a0003_ear.mdl"
4311,"兽牙项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
12353,"兽王咏咒手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12355,"兽王咏咒指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12355,"兽王咏咒指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12354,"兽王咏咒耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
12352,"兽王咏咒项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
12341,"兽王强攻手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12343,"兽王强攻指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12343,"兽王强攻指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12342,"兽王强攻耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
12340,"兽王强攻项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
12337,"兽王御敌手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12339,"兽王御敌指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12339,"兽王御敌指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12338,"兽王御敌耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
12336,"兽王御敌项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
12349,"兽王治愈手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12351,"兽王治愈指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12351,"兽王治愈指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12350,"兽王治愈耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
12348,"兽王治愈项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
12345,"兽王精准手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12347,"兽王精准指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12347,"兽王精准指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12346,"兽王精准耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
12344,"兽王精准项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
4454,"兽角戒指 - 右","chara/accessory/a0003/model/c0101a0003_rir.mdl"
4454,"兽角戒指 - 左","chara/accessory/a0003/model/c0101a0003_ril.mdl"
2556,"兽角手斧","chara/weapon/w7101/obj/body/b0004/model/w7101b0004.mdl"
4211,"兽角耳坠","chara/accessory/a0003/model/c0101a0003_ear.mdl"
4121,"兽角腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
2579,"兽角钓竿 - 主手","chara/weapon/w7201/obj/body/b0003/model/w7201b0003.mdl"
2579,"兽角钓竿 - 副手","chara/weapon/w7281/obj/body/b0001/model/w7281b0001.mdl"
2125,"兽角长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
4317,"兽角项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
3622,"兽角鳞指套","chara/equipment/e0012/model/c0101e0012_glv.mdl"
3850,"兽角鳞胫甲","chara/equipment/e0012/model/c0101e0012_sho.mdl"
2056,"兽骨咒角","chara/weapon/w0901/obj/body/b0002/model/w0901b0002.mdl"
4421,"兽骨戒指 - 右","chara/accessory/a0003/model/c0101a0003_rir.mdl"
4421,"兽骨戒指 - 左","chara/accessory/a0003/model/c0101a0003_ril.mdl"
1820,"兽骨渔枪","chara/weapon/w0501/obj/body/b0001/model/w0501b0001.mdl"
4093,"兽骨腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
2106,"兽骨长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
4306,"兽骨项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
1681,"兽骨骨拳 - 主手","chara/weapon/w0301/obj/body/b0009/model/w0301b0009.mdl"
1681,"兽骨骨拳 - 副手","chara/weapon/w0351/obj/body/b0009/model/w0351b0009.mdl"
3142,"兽骨鳞铠","chara/equipment/e0012/model/c0101e0012_top.mdl"
2123,"兽齿山羊角长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
2109,"兽齿牡羊角长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
2118,"兽齿羚羊角长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
3411,"内衬亚麻软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3469,"内衬呢绒软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3339,"内衬棉布软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3370,"内衬棉绒软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3325,"内衬草布软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3790,"内衬鞣革大地鸭嘴靴","chara/equipment/e0004/model/c0101e0004_sho.mdl"
3788,"内衬鞣革鸭嘴靴","chara/equipment/e0004/model/c0101e0004_sho.mdl"
33888,"再品争先逐进之苦 - 主手","chara/weapon/w0323/obj/body/b0035/model/w0323b0035.mdl"
33888,"再品争先逐进之苦 - 副手","chara/weapon/w0373/obj/body/b0035/model/w0373b0035.mdl"
33903,"再品妒火中烧之苦 - 主手","chara/weapon/w2601/obj/body/b0023/model/w2601b0023.mdl"
33903,"再品妒火中烧之苦 - 副手","chara/weapon/w2651/obj/body/b0023/model/w2651b0023.mdl"
33892,"再品嫉贤妒能之苦 - 主手","chara/weapon/w1801/obj/body/b0088/model/w1801b0088.mdl"
33892,"再品嫉贤妒能之苦 - 副手","chara/weapon/w1851/obj/body/b0088/model/w1851b0088.mdl"
33898,"再品形槁心灰之苦","chara/weapon/w1701/obj/body/b0081/model/w1701b0081.mdl"
33893,"再品恻隐悲悯之苦","chara/weapon/w1501/obj/body/b0087/model/w1501b0087.mdl"
33902,"再品身负重担之苦","chara/weapon/w2501/obj/body/b0025/model/w2501b0025.mdl"
33904,"再审虔诚敬畏之慎","chara/weapon/w0101/obj/body/b0086/model/w0101b0086.mdl"
33887,"再燃复仇雪恨之欲","chara/weapon/w0201/obj/body/b0120/model/w0201b0120.mdl"
33899,"再燃渴念离人之欲 - 主手","chara/weapon/w2101/obj/body/b0070/model/w2101b0070.mdl"
33899,"再燃渴念离人之欲 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
33890,"再燃蓄怨积愤之欲","chara/weapon/w0501/obj/body/b0087/model/w0501b0087.mdl"
33889,"再燃骤然狂怒之欲","chara/weapon/w0401/obj/body/b0095/model/w0401b0095.mdl"
33897,"再识幸灾乐祸之悦","chara/weapon/w1701/obj/body/b0080/model/w1701b0080.mdl"
33895,"再识欣喜若狂之悦","chara/weapon/w0808/obj/body/b0015/model/w0808b0015.mdl"
33901,"再陷心孤意怯之惧 - 主手","chara/weapon/w2301/obj/body/b0060/model/w2301b0060.mdl"
33901,"再陷心孤意怯之惧 - 副手","chara/weapon/w2368/obj/body/b0001/model/w2368b0001.mdl"
33894,"再陷胆战心惊之惧 - 主手","chara/weapon/w2001/obj/body/b0066/model/w2001b0066.mdl"
33894,"再陷胆战心惊之惧 - 副手","chara/weapon/w2099/obj/body/b0001/model/w2099b0001.mdl"
33891,"再陷背善向邪之惧 - 主手","chara/weapon/w0601/obj/body/b0075/model/w0601b0075.mdl"
33891,"再陷背善向邪之惧 - 副手","chara/weapon/w0698/obj/body/b0084/model/w0698b0084.mdl"
33896,"再陷艰辛劳苦之惧","chara/weapon/w1001/obj/body/b0084/model/w1001b0084.mdl"
33900,"再陷身败名裂之惧 - 主手","chara/weapon/w2201/obj/body/b0047/model/w2201b0047.mdl"
33900,"再陷身败名裂之惧 - 副手","chara/weapon/w2251/obj/body/b0065/model/w2251b0065.mdl"
27991,"冒险者兜帽坎肩","chara/equipment/e6090/model/c0101e6090_top.mdl"
21937,"冒险者毛衣","chara/equipment/e6057/model/c0101e6057_top.mdl"
2931,"军团面罩","chara/equipment/e0011/model/c0101e0011_met.mdl"
20398,"军用刀 - 主手","chara/weapon/w2202/obj/body/b0001/model/w2202b0001.mdl"
20398,"军用刀 - 副手","chara/weapon/w2251/obj/body/b0009/model/w2251b0009.mdl"
11089,"军用左手剑 - 主手","chara/weapon/w1801/obj/body/b0026/model/w1801b0026.mdl"
11089,"军用左手剑 - 副手","chara/weapon/w1851/obj/body/b0026/model/w1851b0026.mdl"
11090,"军用巨剑","chara/weapon/w1501/obj/body/b0028/model/w1501b0028.mdl"
11087,"军用战戟","chara/weapon/w0501/obj/body/b0020/model/w0501b0020.mdl"
11086,"军用战斧","chara/weapon/w0401/obj/body/b0021/model/w0401b0021.mdl"
11092,"军用手杖","chara/weapon/w0801/obj/body/b0022/model/w0801b0022.mdl"
11085,"军用拳剑 - 主手","chara/weapon/w0322/obj/body/b0001/model/w0322b0001.mdl"
11085,"军用拳剑 - 副手","chara/weapon/w0372/obj/body/b0001/model/w0372b0001.mdl"
11096,"军用星盘 - 主手","chara/weapon/w2101/obj/body/b0029/model/w2101b0029.mdl"
11096,"军用星盘 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
11093,"军用法杖","chara/weapon/w1001/obj/body/b0014/model/w1001b0014.mdl"
11091,"军用火枪 - 主手","chara/weapon/w2001/obj/body/b0016/model/w2001b0016.mdl"
11091,"军用火枪 - 副手","chara/weapon/w2099/obj/body/b0001/model/w2099b0001.mdl"
11097,"军用盾","chara/weapon/w0101/obj/body/b0031/model/w0101b0031.mdl"
20399,"军用花剑 - 主手","chara/weapon/w2301/obj/body/b0030/model/w2301b0030.mdl"
20399,"军用花剑 - 副手","chara/weapon/w2351/obj/body/b0024/model/w2351b0024.mdl"
11084,"军用长剑","chara/weapon/w0201/obj/body/b0055/model/w0201b0055.mdl"
11088,"军用长弓 - 主手","chara/weapon/w0601/obj/body/b0026/model/w0601b0026.mdl"
11088,"军用长弓 - 副手","chara/weapon/w0698/obj/body/b0025/model/w0698b0025.mdl"
11095,"军用魔典","chara/weapon/w1719/obj/body/b0001/model/w1719b0001.mdl"
11094,"军用魔导书","chara/weapon/w1719/obj/body/b0001/model/w1719b0001.mdl"
18744,"军神之智","chara/weapon/w1001/obj/body/b0048/model/w1001b0048.mdl"
13224,"军神护拳 - 主手","chara/weapon/w0323/obj/body/b0003/model/w0323b0003.mdl"
13224,"军神护拳 - 副手","chara/weapon/w0373/obj/body/b0003/model/w0373b0003.mdl"
14871,"军神护拳·超导 - 主手","chara/weapon/w0323/obj/body/b0003/model/w0323b0003.mdl"
14871,"军神护拳·超导 - 副手","chara/weapon/w0373/obj/body/b0003/model/w0373b0003.mdl"
15894,"军神护拳·超导（复制品） - 主手","chara/weapon/w0323/obj/body/b0003/model/w0323b0003.mdl"
15894,"军神护拳·超导（复制品） - 副手","chara/weapon/w0373/obj/body/b0003/model/w0373b0003.mdl"
15116,"军神护拳（复制品） - 主手","chara/weapon/w0323/obj/body/b0003/model/w0323b0003.mdl"
15116,"军神护拳（复制品） - 副手","chara/weapon/w0373/obj/body/b0003/model/w0373b0003.mdl"
6109,"军阀王冠","chara/equipment/e0135/model/c0101e0135_met.mdl"
29505,"农场早餐","chara/weapon/w9901/obj/body/b0009/model/w9901b0009.mdl"
4754,"农家奶酪","chara/weapon/w9901/obj/body/b0021/model/w9901b0021.mdl"
1879,"冠军骑枪","chara/weapon/w0501/obj/body/b0002/model/w0501b0002.mdl"
30243,"冠绝之刃","chara/weapon/w2501/obj/body/b0026/model/w2501b0026.mdl"
30800,"冠绝之刃·回忆","chara/weapon/w2501/obj/body/b0026/model/w2501b0026.mdl"
32702,"冠绝之刃·回忆（复制品）","chara/weapon/w2501/obj/body/b0026/model/w2501b0026.mdl"
31646,"冠绝之刃（复制品）","chara/weapon/w2501/obj/body/b0026/model/w2501b0026.mdl"
6115,"冥鬼项环","chara/accessory/a0038/model/c0101a0038_nek.mdl"
38964,"冥魂制敌半指手套","chara/equipment/e0421/model/c0101e0421_glv.mdl"
38962,"冥魂制敌宽边帽","chara/equipment/e0292/model/c0101e0292_met.mdl"
38965,"冥魂制敌打底裤","chara/equipment/e0421/model/c0101e0421_dwn.mdl"
38966,"冥魂制敌筒靴","chara/equipment/e0421/model/c0101e0421_sho.mdl"
38963,"冥魂制敌长衣","chara/equipment/e0421/model/c0101e0421_top.mdl"
39011,"冥魂咏咒戒指 - 右","chara/accessory/a0118/model/c0101a0118_rir.mdl"
39011,"冥魂咏咒戒指 - 左","chara/accessory/a0118/model/c0101a0118_ril.mdl"
39006,"冥魂咏咒手环","chara/accessory/a0118/model/c0101a0118_wrs.mdl"
38987,"冥魂咏咒礼帽","chara/equipment/e0422/model/c0101e0422_met.mdl"
38989,"冥魂咏咒礼服手套","chara/equipment/e0422/model/c0101e0422_glv.mdl"
38996,"冥魂咏咒耳坠","chara/accessory/a0118/model/c0101a0118_ear.mdl"
38990,"冥魂咏咒软甲裤","chara/equipment/e0422/model/c0101e0422_dwn.mdl"
38988,"冥魂咏咒长衣","chara/equipment/e0422/model/c0101e0422_top.mdl"
38991,"冥魂咏咒长靴","chara/equipment/e0422/model/c0101e0422_sho.mdl"
39001,"冥魂咏咒项环","chara/accessory/a0118/model/c0101a0118_nek.mdl"
39008,"冥魂强攻戒指 - 右","chara/accessory/a0118/model/c0101a0118_rir.mdl"
39008,"冥魂强攻戒指 - 左","chara/accessory/a0118/model/c0101a0118_ril.mdl"
39003,"冥魂强攻手环","chara/accessory/a0118/model/c0101a0118_wrs.mdl"
38993,"冥魂强攻耳坠","chara/accessory/a0118/model/c0101a0118_ear.mdl"
38998,"冥魂强攻项环","chara/accessory/a0118/model/c0101a0118_nek.mdl"
38967,"冥魂强袭头盔","chara/equipment/e0418/model/c0101e0418_met.mdl"
38968,"冥魂强袭战铠","chara/equipment/e0418/model/c0101e0418_top.mdl"
38969,"冥魂强袭手铠","chara/equipment/e0418/model/c0101e0418_glv.mdl"
38970,"冥魂强袭打底裤","chara/equipment/e0418/model/c0101e0418_dwn.mdl"
38971,"冥魂强袭铠靴","chara/equipment/e0418/model/c0101e0418_sho.mdl"
38957,"冥魂御敌头冠","chara/equipment/e0419/model/c0101e0419_met.mdl"
39007,"冥魂御敌戒指 - 右","chara/accessory/a0118/model/c0101a0118_rir.mdl"
39007,"冥魂御敌戒指 - 左","chara/accessory/a0118/model/c0101a0118_ril.mdl"
38958,"冥魂御敌战铠","chara/equipment/e0419/model/c0101e0419_top.mdl"
